0.159642401,0.171772978,0.475361993,0,0.030894309,0.141449683,0.247703117,0.254032258,0.189557417,0.173451669,0.144302326,0.059697856,0.199533528,0.026310463,0.062401551,0.054759617,0.048836112,0.028754598,0.057800224,0.391544661,0.502180809,0.254237288,0.056640625,0.062525212,0.032915693,0.046383183,0.048865361,0.121905711,0.058318941,0.004041917,0.007243333,0.011662329,0.339365367,0.341537155,0.290662756,0.125558212,0.053668336,0.032018989,0.129118412,0.449685324,0.692539677,0.673480729,0.132100771,0.251883144,0.620928608,0.202885253,0.27232547,0.417355222,0.940131424,0.432970224,0.313931904,0.532296867,0.543478261,0.822115385,0.472589792,0.307692308,0.188811189,0.580555556,0.114035088,0.320987654,0.448979592,0.685714286,0.565217391,0.557721139,0.647321429,    'ECG-003faf18-8a8f-4557-ab68-0b5c12a3bc95_qrs_manual.txt',3.733333333,2
0.359477124,0.205570902,0.216721854,0.246438243,0.171171171,0.366148399,0.492896175,0.563356164,0.324832483,0.243307171,0.187412008,0.158391622,0.226367347,0.246602214,0.250687831,0.217400268,0.274331551,0.254670353,0.238929288,0.591574233,0.760309278,0.153782555,0.127753304,0.118637581,0.115413254,0.107875223,0.311529966,0.300924055,0.223319747,0.291083631,0.249260577,0.291316184,0.537467504,0.629456621,0.422253326,0.224149812,0.159139587,0.157133614,0.17294587,0.232126899,0.298726412,0.287611293,0.222819923,0.230982675,0.505573064,0.196059148,0.188805073,0.696195386,0.712620014,0.512984846,0.358567857,0.369252069,0.263504611,0.519230769,0.434782609,0.504807692,0.415384615,0.484313725,0,0,0.523809524,1,0.642857143,0.763546798,0.637362637,    'ECG-0044dc19-1fbf-4cd1-87b1-53c21544a3d1_qrs_manual.txt',8.766666667,3
0.296803653,0.465814917,0.286401161,0.250829777,0.157894737,0.248181573,0.474547023,0.345930233,0.147556691,0.233082707,0.34178117,0.168109162,0.171834101,0.111614928,0.22008547,0.176193514,0.203993524,0.200683132,0.22008547,0.430657901,0.345459952,0.402684564,0.21969697,0.328184658,0.272058824,0.145929102,0.258158644,0.267689513,0.20117413,0.207932169,0.252699969,0.204973573,0.351706416,0.337131034,0.334955568,0.352643146,0.36225141,0.289334817,0.232272724,0.318997018,0.499871149,0.468422796,0.331068195,0.288916093,0.441695516,0.285194417,0.328340384,0.144618628,0.371050911,0.178490762,0.165151754,0.229429121,0.652173913,0.484615385,0.374812594,0.371352785,0.346153846,0.395833333,0.114035088,0.163522013,0.052206929,0.224561404,0.297297297,0.503042596,0.621428571,    'ECG-00672136-a695-4757-a38a-8cdd8fd755bc_qrs_manual.txt',6.4,3
0.545722714,0.257222386,0.398385762,0.365079365,0.241025641,0.429064039,0.358483113,0.390060241,0.282559025,0.373111396,0.457043478,0.276898208,0.304250871,0.267471959,0.385624555,0.375915975,0.358582594,0.397584525,0.349028001,0.719332049,0.653304492,0.367413887,0.358433735,0.305843663,0.283992285,0.225547555,0.515312615,0.41965398,0.387147407,0.44281356,0.426450511,0.422879125,0.493670934,0.447385889,0.477869927,0.505446315,0.42233649,0.35362157,0.321447136,0.341572957,0.204330778,0.324407353,0.236088099,0.224290272,0.347046137,0.039143079,0.158412402,0.254259875,0.259504961,0.336384951,0.299660637,0.240869211,0.298913043,0.477130977,0.422705314,0.465696466,0.364864865,0.38,0,0,0.116921769,0.284444444,0.461538462,0.693383038,0.439393939,    'ECG-008f1585-7b2a-4c9c-a697-155296f57826_qrs_manual.txt',10.76666667,4
0.641025641,0.354281768,0.42018543,0.417187035,0.273712737,0.479396552,0.439260193,0.4375,0.324832483,0.436619718,0.566990291,0.307892238,0.309508197,0.438550694,0.391098662,0.581846222,0.474153298,0.460101926,0.419464486,0.707514451,0.673149016,0.577627119,0.296089385,0.257048093,0.221102941,0.262033916,0.558134215,0.577213728,0.504011333,0.516778395,0.492427548,0.519151298,0.555379899,0.521231356,0.644014012,0.613906269,0.603595699,0.489340203,0.411419876,0.209582841,0.21208307,0.158259878,0.193815041,0.154310274,0.342072065,0.086549204,0.153989396,0.116207876,0.332016393,0.467290694,0.382973549,0.203789061,0.303336704,0.28980322,0.132555673,0.215384615,0.181730769,0.117829457,0.02,0,0.102040816,0.217687075,0.212765957,0.407224959,0.408834586,    'ECG-0094e896-241a-4077-a22b-0da4e5714121_qrs_manual.txt',12.73333333,5
0.120772947,0.077492696,0.150662252,0.122807018,0.079189687,0.261288998,0.211021974,0.318181818,0.274587459,0.293465712,0.323233831,0.178223336,0.1888,0.183008558,0.202126338,0.067926456,0.169715733,0.224785263,0.165438398,0.385356455,0.547680412,0.569007264,0.510638298,0.284730195,0.272058824,0.246983292,0.162928869,0.196771634,0.159031925,0.152930215,0.174372112,0.144592363,0.203148428,0.337309334,0.552959664,0.487069814,0.395507504,0.29140246,0.279278444,0.106586497,0.073051259,0.417290642,0.193502931,0.140997398,0.515144689,0.276309409,0.299491361,0.094642919,0.059993135,0.25488829,0.130525299,0.113049147,0.322061192,0.259615385,0.603864734,0.398860399,0.259615385,0.436781609,0.101960784,0,0,0.024242424,0.102564103,0.125760649,0.258928571,    'ECG-00974114-ee55-40b4-bdb1-35885f033ead_qrs_manual.txt',7.933333333,3
0.339728217,0.075448895,0.13598234,0.156272183,0.124744376,0.033386486,0.176609768,0.21875,0.202496771,0.208818126,0.222657952,0.158391622,0.222370821,0.134806577,0.18499102,0.233434842,0.218601629,0.250277901,0.216424901,0.322768359,0.547680412,0.468235581,0.374233129,0.245802239,0.231412362,0.222100602,0.217565426,0.178425885,0.193641203,0.203864146,0.251891391,0.147158621,0.156707689,0.269491308,0.426575775,0.366604882,0.281584235,0.266472193,0.305952918,0.495962445,0.129324383,0.170875018,0.122308403,0.250377886,0.131084225,0.270239641,0.161824466,0.175775644,0.114080279,0.191211196,0.168993678,0.172867439,0.262368816,0.576923077,0.582298137,0.297082228,0.234491315,0.38,0,0.083333333,0,0.191452991,0.382352941,0.467672414,0.439393939,    'ECG-00f9470a-4e06-4bc8-b693-6b1b6f5e0518_qrs_manual.txt',6.2,3
0.257806826,0.162473167,0.225920027,0.194282001,0.124744376,0.349591652,0.405737705,0.304775281,0.202496771,0.253848673,0.299758454,0.227284629,0.165350318,0.254820352,0.301474727,0.349028001,0.282936315,0.277284954,0.275295914,0.44450419,0.495002754,0.367413887,0.318965517,0.253260016,0.272058824,0.232546979,0.269852865,0.303830012,0.297240811,0.27584633,0.23334307,0.286619237,0.264689174,0.294187941,0.392602322,0.375708676,0.315854126,0.304294177,0.269636963,0.183461974,0.148259363,0.170711482,0.150537274,0.162419309,0.380194337,0.206087764,0.231829407,0.247676959,0.311740668,0.354495323,0.201670061,0.139990208,0.420757363,0.346153846,0.203804348,0.302884615,0.276923077,0.260784314,0.264814815,0.163522013,0.204081633,0.437606838,0.4,0.397044335,0.323660714,    'ECG-017311d2-9ded-453e-a67d-dbad8dad8b36_qrs_manual.txt',6.8,3
0.42432196,0.304506644,0.357714738,0.37122807,0.223880597,0.341529235,0.328833173,0.278846154,0.298971074,0.380540121,0.417722222,0.292007797,0.274418605,0.097905282,0.481686295,0.349028001,0.448811288,0.545635286,0.402242378,0.554913295,0.663137364,0.682426405,0.596153846,0.495270128,0.497618061,0.421531439,0.359882615,0.522943489,0.450905596,0.475226912,0.493215845,0.416163692,0.341482395,0.42550176,0.646442854,0.609302653,0.504705079,0.517566872,0.454102701,0.515334848,0.145989842,0.202517976,0.120438553,0.084582118,0.150090169,0.048155376,0.085410616,0.034372488,0.092220979,0.067718095,0.083932066,0.052602925,0.383631714,0.02532833,0.11148272,0.110453649,0.077884615,0.063333333,0.022807018,0,0,0,0.045454545,0.024294671,0.051785714,    'ECG-02165095-56d8-4dde-986a-13ebed22861c_qrs_manual.txt',10.96666667,4
0.207907294,0.056123844,0.086296485,0.114363449,0.061728395,0.104338154,0.075838823,0.175,0.153264107,0.177659058,0.175081301,0.094896332,0.13244898,0.007834381,0.062401551,0.104615247,0.112234515,0.02626288,0.06009214,0.307271068,0.42882211,0.187744459,0.127753304,0.128747567,0.085705882,0.035285828,0.086361411,0.091329724,0.096107124,0.103159141,0.085520033,0.062327877,0.077653826,0.199584046,0.237646478,0.19892718,0.147917799,0.11390067,0.085844827,0.484329479,0.273141661,0.315435213,0.32546182,0.322011135,0.553297383,0.217092312,0.346252604,0.421772907,0.46458766,0.417884204,0.315702899,0.289945259,0.724637681,0.649038462,0.769927536,0.603076923,0.519230769,0.876923077,0.110638298,0,0.259026688,0.516129032,0.535714286,0.698938992,0.647321429,    'ECG-0251bde6-c40c-4efc-9598-fba0e01135c3_qrs_manual.txt',2.9,1
0.268579838,0.168633042,0.225920027,0.209415945,0.151515152,0.131798195,0.0667881,0.134615385,0.110044592,0.169301523,0.179141104,0.158391622,0.168571429,0.226775956,0.306001188,0.308846176,0.309826203,0.310893731,0.306001188,0.317533719,0.366081118,0.221432477,0.246073298,0.284730195,0.317815126,0.28177244,0.257776148,0.303212769,0.274617493,0.272168332,0.276052718,0.200079124,0.124327661,0.078427975,0.168104903,0.238871643,0.265309695,0.31258233,0.271959774,0.277123185,0.166856404,0.168528852,0.096267824,0.138227392,0.118423085,0.188895376,0.351313877,0.407521041,0.272736865,0.083484567,0.072325677,0.075844924,0.315568022,0.194711538,0.135869565,0.208436725,0.097355769,0.35625,0.027083333,0.201550388,0.280612245,0.345098039,0.03030303,0.030541872,0.133640553,    'ECG-025f402c-e950-408e-9c1e-b98e4e4668f6_qrs_manual.txt',3.533333333,2
